run,optimizer,optimizer_label,layer,epoch,metric,n,mean,std,sem,confidence,critical_value,ci_half_width,ci_low,ci_high,minimum,maximum
AdamW,adamw,AdamW,fc3,7,alpha,3,4.827884,0.586147,0.338412,0.95,4.302653,1.456071,3.371813,6.283955,4.157442,5.243413
AdamW,adamw,AdamW,fc3,8,alpha,3,4.583077,0.617815,0.356695,0.95,4.302653,1.534737,3.04834,6.117814,4.031814,5.250852
AdamW,adamw,AdamW,fc3,9,alpha,3,4.781909,0.353315,0.203986,0.95,4.302653,0.877683,3.904226,5.659591,4.374111,4.996174
AdamW,adamw,AdamW,fc3,10,alpha,3,4.663733,0.324464,0.18733,0.95,4.302653,0.806014,3.857718,5.469747,4.319111,4.963339
AdamW,adamw,AdamW,fc3,11,alpha,3,4.656176,0.345197,0.199299,0.95,4.302653,0.857516,3.798661,5.513692,4.270677,4.936696
AdamW,adamw,AdamW,fc3,12,alpha,3,5.053852,0.224602,0.129674,0.95,4.302653,0.557941,4.495911,5.611793,4.806281,5.24455
AdamW,adamw,AdamW,fc3,13,alpha,3,4.648499,0.363168,0.209675,0.95,4.302653,0.90216,3.74634,5.550659,4.302687,5.026835
AdamW,adamw,AdamW,fc3,14,alpha,3,4.582509,0.385645,0.222652,0.95,4.302653,0.957994,3.624515,5.540503,4.261885,5.010444
AdamW,adamw,AdamW,fc3,15,alpha,3,4.577334,0.440516,0.254332,0.95,4.302653,1.094303,3.483031,5.671636,4.261725,5.080605
AdamW,adamw,AdamW,fc3,16,alpha,3,4.585254,0.459625,0.265365,0.95,4.302653,1.141771,3.443482,5.727025,4.254926,5.110164
AdamW,adamw,AdamW,fc3,17,alpha,3,4.601297,0.457024,0.263863,0.95,4.302653,1.135312,3.465985,5.736608,4.263415,5.121305
AdamW,adamw,AdamW,fc3,18,alpha,3,4.617594,0.458403,0.264659,0.95,4.302653,1.138737,3.478857,5.756331,4.269242,5.13691
AdamW,adamw,AdamW,fc3,19,alpha,3,4.632773,0.457999,0.264426,0.95,4.302653,1.137732,3.495042,5.770505,4.27942,5.150212
AdamW,adamw,AdamW,fc3,20,alpha,3,4.645096,0.456592,0.263614,0.95,4.302653,1.134238,3.510858,5.779333,4.28701,5.159262
AdamW,adamw,AdamW,fc3,21,alpha,3,4.658549,0.456637,0.263639,0.95,4.302653,1.134349,3.5242,5.792898,4.296197,5.171452
AdamW,adamw,AdamW,fc3,22,alpha,3,4.671448,0.458091,0.264479,0.95,4.302653,1.137962,3.533486,5.80941,4.302795,5.184285
AdamW,adamw,AdamW,fc3,23,alpha,3,4.683067,0.457834,0.26433,0.95,4.302653,1.137322,3.545745,5.820389,4.309336,5.193747
AdamW,adamw,AdamW,fc3,24,alpha,3,4.692228,0.457046,0.263875,0.95,4.302653,1.135364,3.556864,5.827593,4.315359,5.200613
AdamW,adamw,AdamW,fc3,25,alpha,3,4.701057,0.458957,0.264979,0.95,4.302653,1.140112,3.560945,5.841169,4.320164,5.210615
