run,optimizer,optimizer_label,epoch,metric,n,mean,std,sem,confidence,critical_value,ci_half_width,ci_low,ci_high,minimum,maximum
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,30,parameter_l2_norm,3,50.93413,0.3711255,0.2142694,0.95,4.302653,0.9219268,50.0122,51.85606,50.50764,51.1836
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,0,primary_lr,3,1.162791e-05,0.0,0.0,0.95,4.302653,0.0,1.162791e-05,1.162791e-05,1.162791e-05,1.162791e-05
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,1,primary_lr,3,0.005,0.0,0.0,0.95,4.302653,0.0,0.005,0.005,0.005,0.005
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,2,primary_lr,3,0.01,0.0,0.0,0.95,4.302653,0.0,0.01,0.01,0.01,0.01
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,3,primary_lr,3,0.009969328,0.0,0.0,0.95,4.302653,0.0,0.009969328,0.009969328,0.009969328,0.009969328
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,4,primary_lr,3,0.009877411,0.0,0.0,0.95,4.302653,0.0,0.009877411,0.009877411,0.009877411,0.009877411
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,5,primary_lr,3,0.009725405,0.0,0.0,0.95,4.302653,0.0,0.009725405,0.009725405,0.009725405,0.009725405
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,6,primary_lr,3,0.009515223,0.0,0.0,0.95,4.302653,0.0,0.009515223,0.009515223,0.009515223,0.009515223
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,7,primary_lr,3,0.009249507,0.0,0.0,0.95,4.302653,0.0,0.009249507,0.009249507,0.009249507,0.009249507
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,8,primary_lr,3,0.008931601,0.0,0.0,0.95,4.302653,0.0,0.008931601,0.008931601,0.008931601,0.008931601
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,9,primary_lr,3,0.008565501,0.0,0.0,0.95,4.302653,0.0,0.008565501,0.008565501,0.008565501,0.008565501
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,10,primary_lr,3,0.008155814,0.0,0.0,0.95,4.302653,0.0,0.008155814,0.008155814,0.008155814,0.008155814
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,11,primary_lr,3,0.007707692,0.0,0.0,0.95,4.302653,0.0,0.007707692,0.007707692,0.007707692,0.007707692
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,12,primary_lr,3,0.007226771,0.0,0.0,0.95,4.302653,0.0,0.007226771,0.007226771,0.007226771,0.007226771
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,13,primary_lr,3,0.0067191,1.062297e-18,6.133173999999999e-19,0.95,4.302653,2.638892e-18,0.0067191,0.0067191,0.0067191,0.0067191
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,14,primary_lr,3,0.006191065,0.0,0.0,0.95,4.302653,0.0,0.006191065,0.006191065,0.006191065,0.006191065
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,15,primary_lr,3,0.005649307,0.0,0.0,0.95,4.302653,0.0,0.005649307,0.005649307,0.005649307,0.005649307
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,16,primary_lr,3,0.005100639,0.0,0.0,0.95,4.302653,0.0,0.005100639,0.005100639,0.005100639,0.005100639
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,17,primary_lr,3,0.004551964,0.0,0.0,0.95,4.302653,0.0,0.004551964,0.004551964,0.004551964,0.004551964
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,18,primary_lr,3,0.004010182,0.0,0.0,0.95,4.302653,0.0,0.004010182,0.004010182,0.004010182,0.004010182
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,19,primary_lr,3,0.003482107,5.311484e-19,3.0665869999999997e-19,0.95,4.302653,1.319446e-18,0.003482107,0.003482107,0.003482107,0.003482107
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,20,primary_lr,3,0.002974381,0.0,0.0,0.95,4.302653,0.0,0.002974381,0.002974381,0.002974381,0.002974381
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,21,primary_lr,3,0.002493391,0.0,0.0,0.95,4.302653,0.0,0.002493391,0.002493391,0.002493391,0.002493391
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,22,primary_lr,3,0.002045186,0.0,0.0,0.95,4.302653,0.0,0.002045186,0.002045186,0.002045186,0.002045186
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,23,primary_lr,3,0.001635403,0.0,0.0,0.95,4.302653,0.0,0.001635403,0.001635403,0.001635403,0.001635403
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,24,primary_lr,3,0.001269197,0.0,0.0,0.95,4.302653,0.0,0.001269197,0.001269197,0.001269197,0.001269197
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,25,primary_lr,3,0.0009511729,0.0,0.0,0.95,4.302653,0.0,0.0009511729,0.0009511729,0.0009511729,0.0009511729
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,26,primary_lr,3,0.0006853318,0.0,0.0,0.95,4.302653,0.0,0.0006853318,0.0006853318,0.0006853318,0.0006853318
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,27,primary_lr,3,0.0004750169,6.639355e-20,3.833234e-20,0.95,4.302653,1.6493069999999998e-19,0.0004750169,0.0004750169,0.0004750169,0.0004750169
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,28,primary_lr,3,0.0003228736,0.0,0.0,0.95,4.302653,0.0,0.0003228736,0.0003228736,0.0003228736,0.0003228736
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,29,primary_lr,3,0.0002308153,0.0,0.0,0.95,4.302653,0.0,0.0002308153,0.0002308153,0.0002308153,0.0002308153
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,30,primary_lr,3,0.0002,0.0,0.0,0.95,4.302653,0.0,0.0002,0.0002,0.0002,0.0002
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,0,test_accuracy,3,0.1074333,0.01880062,0.01085454,0.95,4.302653,0.04670333,0.06073,0.1541367,0.087,0.124
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,1,test_accuracy,3,0.9657333,0.0009814955,0.0005666667,0.95,4.302653,0.00243817,0.9632952,0.9681715,0.9646,0.9663
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,2,test_accuracy,3,0.9745667,0.00122202,0.0007055337,0.95,4.302653,0.003035666,0.971531,0.9776023,0.9735,0.9759
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,3,test_accuracy,3,0.9774667,0.001305118,0.0007535103,0.95,4.302653,0.003242093,0.9742246,0.9807088,0.9761,0.9787
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,4,test_accuracy,3,0.9775333,0.000305505,0.0001763834,0.95,4.302653,0.0007589166,0.9767744,0.9782922,0.9772,0.9778
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,5,test_accuracy,3,0.9777667,0.0002886751,0.0001666667,0.95,4.302653,0.0007171088,0.9770496,0.9784838,0.9776,0.9781
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,6,test_accuracy,3,0.9773333,0.001814754,0.001047749,0.95,4.302653,0.0045081,0.9728252,0.9818414,0.9754,0.979
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,7,test_accuracy,3,0.9797333,0.001379613,0.0007965202,0.95,4.302653,0.00342715,0.9763062,0.9831605,0.9787,0.9813
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,8,test_accuracy,3,0.9798667,0.001078579,0.0006227181,0.95,4.302653,0.00267934,0.9771873,0.982546,0.9791,0.9811
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,9,test_accuracy,3,0.9788667,0.001677299,0.0009683893,0.95,4.302653,0.004166643,0.9747,0.9830333,0.9778,0.9808
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,10,test_accuracy,3,0.9791667,0.001234234,0.0007125853,0.95,4.302653,0.003066007,0.9761007,0.9822327,0.9778,0.9802
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,11,test_accuracy,3,0.9809,0.0004582576,0.0002645751,0.95,4.302653,0.001138375,0.9797616,0.9820384,0.9805,0.9814
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,12,test_accuracy,3,0.9807333,0.0004725816,0.0002728451,0.95,4.302653,0.001173958,0.9795594,0.9819073,0.9802,0.9811
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,13,test_accuracy,3,0.9815,0.0009643651,0.0005567764,0.95,4.302653,0.002395616,0.9791044,0.9838956,0.9804,0.9822
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,14,test_accuracy,3,0.9815,0.0005291503,0.000305505,0.95,4.302653,0.001314482,0.9801855,0.9828145,0.9809,0.9819
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,15,test_accuracy,3,0.9813333,0.000321455,0.0001855921,0.95,4.302653,0.0007985386,0.9805348,0.9821319,0.9811,0.9817
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,16,test_accuracy,3,0.9827333,0.0002886751,0.0001666667,0.95,4.302653,0.0007171088,0.9820162,0.9834504,0.9824,0.9829
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,17,test_accuracy,3,0.9846667,0.0007371115,0.0004255715,0.95,4.302653,0.001831086,0.9828356,0.9864978,0.9841,0.9855
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,18,test_accuracy,3,0.9844667,0.0008326664,0.0004807402,0.95,4.302653,0.002068458,0.9823982,0.9865351,0.9838,0.9854
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,19,test_accuracy,3,0.9847667,0.001069268,0.000617342,0.95,4.302653,0.002656208,0.9821105,0.9874229,0.9836,0.9857
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,20,test_accuracy,3,0.9856667,0.0005131601,0.0002962731,0.95,4.302653,0.00127476,0.9843919,0.9869414,0.9851,0.9861
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,21,test_accuracy,3,0.9862333,0.0005131601,0.0002962731,0.95,4.302653,0.00127476,0.9849586,0.9875081,0.9858,0.9868
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,22,test_accuracy,3,0.9863667,0.0008504901,0.0004910307,0.95,4.302653,0.002112734,0.9842539,0.9884794,0.9854,0.987
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,23,test_accuracy,3,0.9865,0.001389244,0.0008020806,0.95,4.302653,0.003451074,0.9830489,0.9899511,0.9856,0.9881
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,24,test_accuracy,3,0.9867667,0.0007234178,0.0004176655,0.95,4.302653,0.001797069,0.9849696,0.9885637,0.9863,0.9876
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,25,test_accuracy,3,0.9868333,0.0004932883,0.0002848001,0.95,4.302653,0.001225396,0.9856079,0.9880587,0.9865,0.9874
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,26,test_accuracy,3,0.987,0.0004358899,0.0002516611,0.95,4.302653,0.001082811,0.9859172,0.9880828,0.9867,0.9875
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,27,test_accuracy,3,0.9869667,0.0005131601,0.0002962731,0.95,4.302653,0.00127476,0.9856919,0.9882414,0.9864,0.9874
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,28,test_accuracy,3,0.9867,0.0007549834,0.0004358899,0.95,4.302653,0.001875483,0.9848245,0.9885755,0.9859,0.9874
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,29,test_accuracy,3,0.9865333,0.0005507571,0.0003179797,0.95,4.302653,0.001368156,0.9851652,0.9879015,0.9859,0.9869
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,30,test_accuracy,3,0.9864667,0.0006658328,0.0003844188,0.95,4.302653,0.00165402,0.9848126,0.9881207,0.9857,0.9869
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,0,test_accuracy_gap,3,-0.002069697,0.002093286,0.001208559,0.95,4.302653,0.00520001,-0.007269707,0.003130313,-0.004454545,-0.0005363636
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,1,test_accuracy_gap,3,0.0111697,0.0007865782,0.0004541311,0.95,4.302653,0.001953969,0.009215728,0.01312367,0.01037273,0.01194545
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,2,test_accuracy_gap,3,0.01760303,0.001382815,0.0007983684,0.95,4.302653,0.003435102,0.01416793,0.02103813,0.01666364,0.01919091
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,3,test_accuracy_gap,3,0.018,0.001342965,0.0007753609,0.95,4.302653,0.003336109,0.01466389,0.02133611,0.01655455,0.01920909
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,4,test_accuracy_gap,3,0.01901212,0.0007821,0.0004515457,0.95,4.302653,0.001942844,0.01706928,0.02095497,0.01821818,0.01978182
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,5,test_accuracy_gap,3,0.01891212,0.0003064504,0.0001769292,0.95,4.302653,0.000761265,0.01815086,0.01967339,0.01862727,0.01923636
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,6,test_accuracy_gap,3,0.02005455,0.001677069,0.0009682565,0.95,4.302653,0.004166071,0.01588847,0.02422062,0.01892727,0.02198182
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,7,test_accuracy_gap,3,0.01818182,0.001441332,0.0008321534,0.95,4.302653,0.003580467,0.01460135,0.02176229,0.01657273,0.01935455
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,8,test_accuracy_gap,3,0.01844242,0.0009795569,0.0005655474,0.95,4.302653,0.002433354,0.01600907,0.02087578,0.01735455,0.01925455
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,9,test_accuracy_gap,3,0.01915758,0.001448206,0.0008361221,0.95,4.302653,0.003597543,0.01556003,0.02275512,0.01749091,0.02010909
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,10,test_accuracy_gap,3,0.01940909,0.001277491,0.0007375598,0.95,4.302653,0.003173464,0.01623563,0.02258255,0.0182,0.02074545
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,11,test_accuracy_gap,3,0.01813636,0.0005536505,0.0003196503,0.95,4.302653,0.001375344,0.01676102,0.01951171,0.01752727,0.01860909
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,12,test_accuracy_gap,3,0.01850909,0.0005984139,0.0003454944,0.95,4.302653,0.001486542,0.01702255,0.01999563,0.01815455,0.0192
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,13,test_accuracy_gap,3,0.01757879,0.0005968466,0.0003445896,0.95,4.302653,0.001482649,0.01609614,0.01906144,0.01703636,0.01821818
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,14,test_accuracy_gap,3,0.01791818,0.0004660366,0.0002690663,0.95,4.302653,0.001157699,0.01676048,0.01907588,0.01748182,0.01840909
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,15,test_accuracy_gap,3,0.01825455,0.0004489658,0.0002592105,0.95,4.302653,0.001115293,0.01713925,0.01936984,0.01773636,0.01852727
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,16,test_accuracy_gap,3,0.01708485,0.0003206828,0.0001851463,0.95,4.302653,0.0007966203,0.01628823,0.01788147,0.01688182,0.01745455
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,17,test_accuracy_gap,3,0.01527273,0.0007301647,0.0004215608,0.95,4.302653,0.00181383,0.0134589,0.01708656,0.01444545,0.01582727
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,18,test_accuracy_gap,3,0.01547879,0.0008244875,0.0004760181,0.95,4.302653,0.00204814,0.01343065,0.01752693,0.01456364,0.01616364
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,19,test_accuracy_gap,3,0.01522727,0.001059354,0.0006116185,0.95,4.302653,0.002631582,0.01259569,0.01785885,0.0143,0.01638182
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,20,test_accuracy_gap,3,0.01432727,0.0005156237,0.0002976955,0.95,4.302653,0.00128088,0.01304639,0.01560815,0.0139,0.0149
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,21,test_accuracy_gap,3,0.01376667,0.0005131601,0.0002962731,0.95,4.302653,0.00127476,0.01249191,0.01504143,0.0132,0.0142
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,22,test_accuracy_gap,3,0.01363333,0.0008504901,0.0004910307,0.95,4.302653,0.002112734,0.0115206,0.01574607,0.013,0.0146
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,23,test_accuracy_gap,3,0.0135,0.001389244,0.0008020806,0.95,4.302653,0.003451074,0.01004893,0.01695107,0.0119,0.0144
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,24,test_accuracy_gap,3,0.01323333,0.0007234178,0.0004176655,0.95,4.302653,0.001797069,0.01143626,0.0150304,0.0124,0.0137
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,25,test_accuracy_gap,3,0.01316667,0.0004932883,0.0002848001,0.95,4.302653,0.001225396,0.01194127,0.01439206,0.0126,0.0135
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,26,test_accuracy_gap,3,0.013,0.0004358899,0.0002516611,0.95,4.302653,0.001082811,0.01191719,0.01408281,0.0125,0.0133
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,27,test_accuracy_gap,3,0.01303333,0.0005131601,0.0002962731,0.95,4.302653,0.00127476,0.01175857,0.01430809,0.0126,0.0136
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,28,test_accuracy_gap,3,0.0133,0.0007549834,0.0004358899,0.95,4.302653,0.001875483,0.01142452,0.01517548,0.0126,0.0141
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,29,test_accuracy_gap,3,0.01346667,0.0005507571,0.0003179797,0.95,4.302653,0.001368156,0.01209851,0.01483482,0.0131,0.0141
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,30,test_accuracy_gap,3,0.01353333,0.0006658328,0.0003844188,0.95,4.302653,0.00165402,0.01187931,0.01518735,0.0131,0.0143
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,0,test_loss,3,3.18277,0.2497002,0.1441645,0.95,4.302653,0.6202898,2.56248,3.803059,2.89504,3.342725
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,1,test_loss,3,0.1150711,0.002870311,0.001657175,0.95,4.302653,0.007130247,0.1079408,0.1222013,0.1117567,0.1167347
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,2,test_loss,3,0.08327393,0.003268493,0.001887065,0.95,4.302653,0.008119387,0.07515454,0.09139332,0.08027903,0.08676034
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,3,test_loss,3,0.07577766,0.006523408,0.003766291,0.95,4.302653,0.01620504,0.05957262,0.0919827,0.06870843,0.08156491
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,4,test_loss,3,0.08452113,0.00143324,0.0008274814,0.95,4.302653,0.003560365,0.08096076,0.08808149,0.08286617,0.08535125
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,5,test_loss,3,0.09684566,0.003621589,0.002090925,0.95,4.302653,0.008996525,0.08784913,0.1058422,0.094172,0.1009672
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,6,test_loss,3,0.1080365,0.01054714,0.006089396,0.95,4.302653,0.02620056,0.08183599,0.1342371,0.1000293,0.1199872
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,7,test_loss,3,0.09627501,0.008600406,0.004965447,0.95,4.302653,0.02136459,0.07491041,0.1176396,0.08920743,0.1058507
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,8,test_loss,3,0.09851884,0.006937087,0.004005129,0.95,4.302653,0.01723268,0.08128616,0.1157515,0.0944635,0.1065289
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,9,test_loss,3,0.1064664,0.012325,0.007115841,0.95,4.302653,0.03061699,0.07584945,0.1370834,0.09272011,0.1165309
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,10,test_loss,3,0.1082671,0.002459818,0.001420177,0.95,4.302653,0.006110527,0.1021565,0.1143776,0.1054905,0.1101737
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,11,test_loss,3,0.1057192,0.004314196,0.002490802,0.95,4.302653,0.01071706,0.09500211,0.1164362,0.1007454,0.1084475
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,12,test_loss,3,0.1045102,0.001209146,0.0006981006,0.95,4.302653,0.003003684,0.1015065,0.1075139,0.1033517,0.1057643
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,13,test_loss,3,0.1078032,0.00731849,0.004225332,0.95,4.302653,0.01818014,0.08962308,0.1259834,0.09944794,0.1130774
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,14,test_loss,3,0.1057975,0.007926846,0.004576566,0.95,4.302653,0.01969138,0.08610611,0.1254889,0.09672467,0.1113817
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,15,test_loss,3,0.104055,0.007950776,0.004590382,0.95,4.302653,0.01975082,0.08430423,0.1238059,0.09492283,0.1094378
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,16,test_loss,3,0.1047454,0.006008751,0.003469154,0.95,4.302653,0.01492656,0.08981882,0.119672,0.09847897,0.1104581
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,17,test_loss,3,0.08962478,0.006987692,0.004034346,0.95,4.302653,0.01735839,0.07226639,0.1069832,0.08397431,0.0974382
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,18,test_loss,3,0.09260613,0.007463067,0.004308804,0.95,4.302653,0.01853929,0.07406684,0.1111454,0.08659551,0.1009595
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,19,test_loss,3,0.0897714,0.006718544,0.003878953,0.95,4.302653,0.01668979,0.07308161,0.1064612,0.08322168,0.09664691
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,20,test_loss,3,0.08809338,0.006847371,0.003953332,0.95,4.302653,0.01700981,0.07108357,0.1051032,0.08185402,0.09541892
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,21,test_loss,3,0.08767062,0.001732654,0.001000348,0.95,4.302653,0.004304151,0.08336647,0.09197477,0.0866641,0.0896713
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,22,test_loss,3,0.08911504,0.003436359,0.001983983,0.95,4.302653,0.00853639,0.08057865,0.09765143,0.08633431,0.09295677
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,23,test_loss,3,0.09135798,0.005149858,0.002973272,0.95,4.302653,0.01279296,0.07856502,0.1041509,0.0856536,0.09566484
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,24,test_loss,3,0.09343769,0.00604349,0.003489211,0.95,4.302653,0.01501286,0.07842482,0.1084505,0.08743257,0.09951884
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,25,test_loss,3,0.09308897,0.001917128,0.001106854,0.95,4.302653,0.004762409,0.08832657,0.09785138,0.09099464,0.09475719
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,26,test_loss,3,0.09128798,0.003851725,0.002223794,0.95,4.302653,0.009568214,0.08171977,0.1008562,0.08684128,0.09358801
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,27,test_loss,3,0.09026368,0.003808929,0.002199086,0.95,4.302653,0.009461904,0.08080178,0.09972558,0.08596104,0.09320455
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,28,test_loss,3,0.09103043,0.004525998,0.002613086,0.95,4.302653,0.0112432,0.07978722,0.1022736,0.08645019,0.09550016
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,29,test_loss,3,0.09114989,0.004647452,0.002683208,0.95,4.302653,0.01154491,0.07960498,0.1026948,0.08664223,0.09592554
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,30,test_loss,3,0.09121112,0.005300419,0.003060199,0.95,4.302653,0.01316697,0.07804415,0.1043781,0.08599746,0.09659423
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,0,test_loss_gap,3,0.01123171,0.01443111,0.008331804,0.95,4.302653,0.03584886,-0.02461715,0.04708057,-0.001486025,0.02691535
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,1,test_loss_gap,3,0.02767063,0.002652577,0.001531466,0.95,4.302653,0.006589367,0.02108126,0.03426,0.02486607,0.03013921
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,2,test_loss_gap,3,0.05525502,0.003623474,0.002092013,0.95,4.302653,0.009001207,0.04625381,0.06425623,0.05312592,0.05943883
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,3,test_loss_gap,3,0.06145025,0.006984514,0.004032511,0.95,4.302653,0.0173505,0.04409976,0.07880075,0.05359013,0.0669447
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,4,test_loss_gap,3,0.07361652,0.003283523,0.001895743,0.95,4.302653,0.008156723,0.0654598,0.08177324,0.07147433,0.07739682
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,5,test_loss_gap,3,0.08712602,0.003693944,0.0021327,0.95,4.302653,0.009176266,0.07794976,0.09630229,0.0844653,0.09134354
