arm,arm_label,family,variant,layer,epoch,metric,n,mean,std,sem,ci_half_width,ci_low,ci_high,minimum,maximum
new_adamw,"new AdamW, horizon optimized",adamw,horizon_optimized,fc1,0,ERG_gap,3,357.666667,27.682726,15.982629,68.767704,288.898962,426.434371,332.0,387.0
new_adamw,"new AdamW, horizon optimized",adamw,horizon_optimized,fc1,1,ERG_gap,3,369.666667,20.502032,11.836854,50.929872,318.736795,420.596539,346.0,382.0
new_adamw,"new AdamW, horizon optimized",adamw,horizon_optimized,fc1,2,ERG_gap,3,374.333333,7.767453,4.484541,19.295424,355.037909,393.628757,368.0,383.0
new_adamw,"new AdamW, horizon optimized",adamw,horizon_optimized,fc1,3,ERG_gap,3,364.0,4.582576,2.645751,11.383749,352.616251,375.383749,359.0,368.0
new_adamw,"new AdamW, horizon optimized",adamw,horizon_optimized,fc1,4,ERG_gap,3,350.333333,4.163332,2.403701,10.34229,339.991043,360.675623,347.0,355.0
new_adamw,"new AdamW, horizon optimized",adamw,horizon_optimized,fc1,5,ERG_gap,3,341.0,5.196152,3.0,12.907958,328.092042,353.907958,335.0,344.0
new_adamw,"new AdamW, horizon optimized",adamw,horizon_optimized,fc1,6,ERG_gap,3,331.666667,4.932883,2.848001,12.25396,319.412706,343.920627,326.0,335.0
new_adamw,"new AdamW, horizon optimized",adamw,horizon_optimized,fc1,7,ERG_gap,3,327.0,7.81025,4.50925,19.401736,307.598264,346.401736,318.0,332.0
new_adamw,"new AdamW, horizon optimized",adamw,horizon_optimized,fc1,8,ERG_gap,3,322.333333,2.081666,1.20185,5.171145,317.162188,327.504478,320.0,324.0
new_adamw,"new AdamW, horizon optimized",adamw,horizon_optimized,fc1,9,ERG_gap,3,315.333333,1.154701,0.666667,2.868435,312.464898,318.201768,314.0,316.0
new_adamw,"new AdamW, horizon optimized",adamw,horizon_optimized,fc1,10,ERG_gap,3,308.333333,5.033223,2.905933,12.503219,295.830114,320.836552,303.0,313.0
new_adamw,"new AdamW, horizon optimized",adamw,horizon_optimized,fc1,11,ERG_gap,3,306.0,7.81025,4.50925,19.401736,286.598264,325.401736,301.0,315.0
new_adamw,"new AdamW, horizon optimized",adamw,horizon_optimized,fc1,12,ERG_gap,3,302.0,9.643651,5.567764,23.956157,278.043843,325.956157,295.0,313.0
