run,optimizer,optimizer_label,layer,epoch,metric,n,mean,std,sem,confidence,critical_value,ci_half_width,ci_low,ci_high,minimum,maximum
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,fc1,20,alpha,3,2.045209,0.13442,0.077608,0.95,4.302653,0.333919,1.711291,2.379128,1.894305,2.152121
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,fc1,21,alpha,3,2.102348,0.023269,0.013435,0.95,4.302653,0.057805,2.044544,2.160153,2.079534,2.126048
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,fc1,22,alpha,3,2.029829,0.134885,0.077876,0.95,4.302653,0.335072,1.694757,2.364901,1.878731,2.138104
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,fc1,23,alpha,3,1.870458,0.088076,0.050851,0.95,4.302653,0.218793,1.651665,2.08925,1.798408,1.968644
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,fc1,24,alpha,3,1.892921,0.136434,0.07877,0.95,4.302653,0.338921,1.554,2.231843,1.793009,2.048364
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,fc1,25,alpha,3,1.967397,0.117121,0.06762,0.95,4.302653,0.290944,1.676453,2.25834,1.860522,2.092601
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,fc1,26,alpha,3,1.963279,0.114011,0.065825,0.95,4.302653,0.28322,1.680059,2.246499,1.859941,2.085585
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,fc1,27,alpha,3,1.960709,0.113331,0.065432,0.95,4.302653,0.281529,1.67918,2.242239,1.858579,2.082633
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,fc1,28,alpha,3,1.957682,0.112038,0.064685,0.95,4.302653,0.278318,1.679364,2.236,1.855821,2.077683
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,fc1,29,alpha,3,1.865049,0.066626,0.038467,0.95,4.302653,0.165509,1.69954,2.030559,1.80523,1.936856
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,fc1,30,alpha,3,1.855261,0.076931,0.044416,0.95,4.302653,0.191108,1.664153,2.046369,1.781053,1.934653
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,fc2,0,alpha,3,11.078705,4.342865,2.507354,0.95,4.302653,10.788274,0.290431,21.86698,6.52113,15.169082
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,fc2,1,alpha,3,9.14054,1.549617,0.894672,0.95,4.302653,3.849462,5.291078,12.990003,8.241429,10.929877
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,fc2,2,alpha,3,7.665326,2.458927,1.419662,0.95,4.302653,6.108314,1.557012,13.77364,4.903877,9.617997
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,fc2,3,alpha,3,5.751366,1.10566,0.638353,0.95,4.302653,2.746612,3.004754,8.497978,5.038125,7.02502
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,fc2,4,alpha,3,7.095221,2.411507,1.392284,0.95,4.302653,5.990516,1.104705,13.085737,5.046,9.752586
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,fc2,5,alpha,3,5.240195,2.146272,1.239151,0.95,4.302653,5.331636,-0.091441,10.571832,2.78942,6.784581
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,fc2,6,alpha,3,4.189087,2.372434,1.369725,0.95,4.302653,5.893453,-1.704366,10.082539,2.666828,6.922648
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,fc2,7,alpha,3,2.44501,0.206117,0.119002,0.95,4.302653,0.512023,1.932987,2.957034,2.247749,2.658968
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,fc2,8,alpha,3,2.413757,0.175987,0.101606,0.95,4.302653,0.437177,1.976581,2.850934,2.270598,2.610239
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,fc2,9,alpha,3,8.76839,6.516211,3.762136,0.95,4.302653,16.187166,-7.418775,24.955556,2.158251,15.186425
Muon + auxiliary AdamW,sgd_momentum_muon,Muon + auxiliary AdamW,fc2,10,alpha,3,4.469808,3.959504,2.286021,0.95,4.302653,9.835954,-5.366146,14.305762,2.123111,9.041308
